Filename,VisibleWingAreaInPixels,WingHeightInPixels,Cell,CellAreaInPixels,CellPerimeterInPixels
Round01-Hive03-2024_06_25-h03b10.JPG,172350.0,341,2MdC,19194,679
Round01-Hive04-2024_06_07-h04bee03.JPG,193009.0,393,FWL,187717,2435
Round01-Hive04-2024_06_07-h04bee03.JPG,193009.0,393,MC,25693,854
Round01-Hive04-2024_06_07-h04bee03.JPG,193009.0,393,1sMC,7924,408
Round01-Hive04-2024_06_07-h04bee03.JPG,193009.0,393,2sMC,8202,413
Round01-Hive04-2024_06_07-h04bee03.JPG,193009.0,393,3sMC,9527,394
Round01-Hive04-2024_06_07-h04bee03.JPG,193009.0,393,2MdC,26211,833
Round01-Hive04-2024_06_07-h04bee05.JPG,175724.0,359,FWL,150144,2288
Round01-Hive04-2024_06_07-h04bee05.JPG,175724.0,359,MC,19812,762
Round01-Hive04-2024_06_07-h04bee05.JPG,175724.0,359,1sMC,6460,369
Round01-Hive04-2024_06_07-h04bee05.JPG,175724.0,359,2sMC,6712,368
Round01-Hive04-2024_06_07-h04bee05.JPG,175724.0,359,3sMC,8062,366
Round01-Hive04-2024_06_07-h04bee05.JPG,175724.0,359,2MdC,22978,737
Round01-Hive04-2024_06_26-h04b26.JPG,128064.0,299,FWL,85575,1799
Round01-Hive04-2024_06_26-h04b26.JPG,128064.0,299,MC,15087,652
Round01-Hive04-2024_06_26-h04b26.JPG,128064.0,299,1sMC,4640,300
Round01-Hive04-2024_06_26-h04b26.JPG,128064.0,299,2sMC,4884,303
Round01-Hive04-2024_06_26-h04b26.JPG,128064.0,299,3sMC,5702,342
Round01-Hive04-2024_06_26-h04b26.JPG,128064.0,299,2MdC,16337,617
Round01-Hive05-2024_06_06-h05bee14.JPG,273684.0,426,FWL,210514,2361
Round01-Hive05-2024_06_06-h05bee14.JPG,273684.0,426,MC,24824,878
Round01-Hive05-2024_06_06-h05bee14.JPG,273684.0,426,1sMC,8074,401
Round01-Hive05-2024_06_06-h05bee14.JPG,273684.0,426,2sMC,9127,420
Round01-Hive05-2024_06_06-h05bee14.JPG,273684.0,426,3sMC,10084,411
Round01-Hive05-2024_06_06-h05bee14.JPG,273684.0,426,2MdC,28262,805
Round01-Hive05-2024_06_06-h05bee37.JPG,225472.0,409,FWL,178170,2698
Round01-Hive05-2024_06_06-h05bee37.JPG,225472.0,409,MC,20629,797
Round01-Hive05-2024_06_06-h05bee37.JPG,225472.0,409,1sMC,7948,400
Round01-Hive05-2024_06_06-h05bee37.JPG,225472.0,409,2sMC,7883,397
Round01-Hive05-2024_06_06-h05bee37.JPG,225472.0,409,3sMC,8940,376
Round01-Hive05-2024_06_06-h05bee37.JPG,225472.0,409,2MdC,25626,768
Round01-Hive05-2024_06_28-h05b87.JPG,131556.0,317,FWL,118150,1688
Round01-Hive05-2024_06_28-h05b87.JPG,131556.0,317,MC,16722,708
Round01-Hive05-2024_06_28-h05b87.JPG,131556.0,317,1sMC,4361,300
Round01-Hive05-2024_06_28-h05b87.JPG,131556.0,317,2sMC,5175,321
Round01-Hive05-2024_06_28-h05b87.JPG,131556.0,317,3sMC,5506,303
Round01-Hive05-2024_06_28-h05b87.JPG,131556.0,317,2MdC,16585,622
Round02-hive11-2024_06_18-h11b04.JPG,256957.0,440,FWL,223225,2735
Round02-hive11-2024_06_18-h11b04.JPG,256957.0,440,MC,24268,1078
Round02-hive11-2024_06_18-h11b04.JPG,256957.0,440,1sMC,8930,424
Round02-hive11-2024_06_18-h11b04.JPG,256957.0,440,2sMC,10700,458
Round02-hive11-2024_06_18-h11b04.JPG,256957.0,440,3sMC,11136,425
Round02-hive11-2024_06_18-h11b04.JPG,256957.0,440,2MdC,30511,877
Round02-hive11-2024_06_26-h11b03.JPG,317471.0,456,FWL,271780,2603
Round02-hive11-2024_06_26-h11b03.JPG,317471.0,456,MC,26379,945
Round02-hive11-2024_06_26-h11b03.JPG,317471.0,456,1sMC,10386,460
Round02-hive11-2024_06_26-h11b03.JPG,317471.0,456,2sMC,12213,488
Round02-hive11-2024_06_26-h11b03.JPG,317471.0,456,3sMC,13564,475
Round02-hive11-2024_06_26-h11b03.JPG,317471.0,456,2MdC,36970,968
Round02-hive11-2024_06_26-h11b24.JPG,204820.0,391,FWL,188460,2103
Round02-hive11-2024_06_26-h11b24.JPG,204820.0,391,MC,22466,833
Round02-hive11-2024_06_26-h11b24.JPG,204820.0,391,1sMC,7763,403
Round02-hive11-2024_06_26-h11b24.JPG,204820.0,391,2sMC,8553,410
Round02-hive11-2024_06_26-h11b24.JPG,204820.0,391,3sMC,9903,409
Round02-hive11-2024_06_26-h11b24.JPG,204820.0,391,2MdC,25384,775
Round02-hive11-2024_07_01-h11b10.JPG,325323.0,457,FWL,258760,2627
Round02-hive11-2024_07_01-h11b10.JPG,325323.0,457,MC,28934,990
Round02-hive11-2024_07_01-h11b10.JPG,325323.0,457,1sMC,10581,474
Round02-hive11-2024_07_01-h11b10.JPG,325323.0,457,2sMC,12347,489
Round02-hive11-2024_07_01-h11b10.JPG,325323.0,457,3sMC,14232,485
Round02-hive11-2024_07_01-h11b10.JPG,325323.0,457,2MdC,37114,953
Round02-hive13-2024_06_28-h13b04.JPG,189931.0,356,FWL,146468,1989
Round02-hive13-2024_06_28-h13b04.JPG,189931.0,356,MC,18253,788
Round02-hive13-2024_06_28-h13b04.JPG,189931.0,356,1sMC,6360,361
Round02-hive13-2024_06_28-h13b04.JPG,189931.0,356,2sMC,7178,363
Round02-hive13-2024_06_28-h13b04.JPG,189931.0,356,3sMC,8288,369
Round02-hive13-2024_06_28-h13b04.JPG,189931.0,356,2MdC,21782,729
Round02-hive13-2024_06_28-h13b37.JPG,156868.0,315,FWL,122251,1735
Round02-hive13-2024_06_28-h13b37.JPG,156868.0,315,MC,14642,666
Round02-hive13-2024_06_28-h13b37.JPG,156868.0,315,1sMC,5435,322
Round02-hive13-2024_06_28-h13b37.JPG,156868.0,315,2sMC,5514,327
Round02-hive13-2024_06_28-h13b37.JPG,156868.0,315,3sMC,6405,329
Round02-hive13-2024_06_28-h13b37.JPG,156868.0,315,2MdC,16388,615
Round04-hive32-2024_07_29-h32b30.JPG,206982.0,348,FWL,152386,1950
Round04-hive32-2024_07_29-h32b30.JPG,206982.0,348,MC,18332,742
Round04-hive32-2024_07_29-h32b30.JPG,206982.0,348,1sMC,6604,357
Round04-hive32-2024_07_29-h32b30.JPG,206982.0,348,2sMC,6521,352
Round04-hive32-2024_07_29-h32b30.JPG,206982.0,348,3sMC,7821,361
Round04-hive32-2024_07_29-h32b30.JPG,206982.0,348,2MdC,21672,713
Round04-hive32-2024_08_05-h32b18.JPG,255716.0,391,FWL,196812,2161
Round04-hive32-2024_08_05-h32b18.JPG,255716.0,391,MC,23196,841
Round04-hive32-2024_08_05-h32b18.JPG,255716.0,391,1sMC,6876,371
Round04-hive32-2024_08_05-h32b18.JPG,255716.0,391,2sMC,8419,392
Round04-hive32-2024_08_05-h32b18.JPG,255716.0,391,3sMC,9470,391
Round04-hive32-2024_08_05-h32b18.JPG,255716.0,391,2MdC,26583,785
Round04-hive33-2024_08_02-h33b03.JPG,137918.0,289,FWL,87985,1819
Round04-hive33-2024_08_02-h33b03.JPG,137918.0,289,MC,13888,644
Round04-hive33-2024_08_02-h33b03.JPG,137918.0,289,1sMC,5139,316
Round04-hive33-2024_08_02-h33b03.JPG,137918.0,289,2sMC,4821,303
Round04-hive33-2024_08_02-h33b03.JPG,137918.0,289,3sMC,5766,307
Round04-hive33-2024_08_02-h33b03.JPG,137918.0,289,2MdC,14814,587
Round04-hive34-2024_08_01-h34b37.JPG,209697.0,393,FWL,184541,2332
Round04-hive34-2024_08_01-h34b37.JPG,209697.0,393,MC,21354,809
Round04-hive34-2024_08_01-h34b37.JPG,209697.0,393,1sMC,7431,387
Round04-hive34-2024_08_01-h34b37.JPG,209697.0,393,2sMC,8019,397
Round04-hive34-2024_08_01-h34b37.JPG,209697.0,393,3sMC,9252,388
Round04-hive34-2024_08_01-h34b37.JPG,209697.0,393,2MdC,25982,792
Round04-hive35-2024_07_23-h35b22.JPG,322042.0,461,FWL,268180,2552
Round04-hive35-2024_07_23-h35b22.JPG,322042.0,461,MC,27190,963
Round04-hive35-2024_07_23-h35b22.JPG,322042.0,461,1sMC,9804,455
Round04-hive35-2024_07_23-h35b22.JPG,322042.0,461,2sMC,11263,468
Round04-hive35-2024_07_23-h35b22.JPG,322042.0,461,3sMC,13615,475
Round04-hive35-2024_07_23-h35b22.JPG,322042.0,461,2MdC,36574,938
Round04-hive35-2024_07_23-h35b42.JPG,354725.0,480,FWL,292072,2682
Round04-hive35-2024_07_23-h35b42.JPG,354725.0,480,MC,30698,987
Round04-hive35-2024_07_23-h35b42.JPG,354725.0,480,1sMC,10205,454
Round04-hive35-2024_07_23-h35b42.JPG,354725.0,480,2sMC,12269,487
Round04-hive35-2024_07_23-h35b42.JPG,354725.0,480,3sMC,14013,482
Round04-hive35-2024_07_23-h35b42.JPG,354725.0,480,2MdC,39067,973
Round03-hive24-2024_07_25-h24b02.JPG,237260.0,352,FWL,202368,2419
Round03-hive24-2024_07_25-h24b02.JPG,237260.0,352,MC,28473,972
Round03-hive24-2024_07_25-h24b02.JPG,237260.0,352,1sMC,9258,437
Round03-hive24-2024_07_25-h24b02.JPG,237260.0,352,2sMC,11440,466
Round03-hive24-2024_07_25-h24b02.JPG,237260.0,352,3sMC,13865,480
Round03-hive24-2024_07_25-h24b02.JPG,237260.0,352,2MdC,33931,901
Round03-hive25-2024_07_19-h25b20.JPG,250430.0,411,FWL,206548,2842
Round03-hive25-2024_07_19-h25b20.JPG,250430.0,411,MC,21851,864
Round03-hive25-2024_07_19-h25b20.JPG,250430.0,411,1sMC,8068,405
Round03-hive25-2024_07_19-h25b20.JPG,250430.0,411,2sMC,9443,437
Round03-hive25-2024_07_19-h25b20.JPG,250430.0,411,3sMC,11267,434
Round03-hive25-2024_07_19-h25b20.JPG,250430.0,411,2MdC,30902,866
Round03-hive25-2024_07_24-h25b27.JPG,357322.0,456,FWL,283409,2656
Round03-hive25-2024_07_24-h25b27.JPG,357322.0,456,MC,28300,1009
Round03-hive25-2024_07_24-h25b27.JPG,357322.0,456,1sMC,9768,451
Round03-hive25-2024_07_24-h25b27.JPG,357322.0,456,2sMC,10534,456
Round03-hive25-2024_07_24-h25b27.JPG,357322.0,456,3sMC,13353,472
Round03-hive25-2024_07_24-h25b27.JPG,357322.0,456,2MdC,37332,951
Round04-hive31-2024_07_31-h31b67.JPG,245257.0,399,FWL,183658,2237
Round04-hive31-2024_07_31-h31b67.JPG,245257.0,399,MC,20088,807
Round04-hive31-2024_07_31-h31b67.JPG,245257.0,399,1sMC,7691,387
Round04-hive31-2024_07_31-h31b67.JPG,245257.0,399,2sMC,8468,400
Round04-hive31-2024_07_31-h31b67.JPG,245257.0,399,3sMC,9451,391
Round04-hive31-2024_07_31-h31b67.JPG,245257.0,399,2MdC,26526,786
Round04-hive32-2024_07_16-h32b18.JPG,240243.0,393,FWL,198325,2197
Round04-hive32-2024_07_16-h32b18.JPG,240243.0,393,MC,23220,810
Round04-hive32-2024_07_16-h32b18.JPG,240243.0,393,1sMC,7316,391
Round04-hive32-2024_07_16-h32b18.JPG,240243.0,393,2sMC,8263,394
Round04-hive32-2024_07_16-h32b18.JPG,240243.0,393,3sMC,9788,399
Round04-hive32-2024_07_16-h32b18.JPG,240243.0,393,2MdC,27539,792
Round04-hive32-2024_07_16-h32b31.JPG,226502.0,380,FWL,176974,2208
Round04-hive32-2024_07_16-h32b31.JPG,226502.0,380,MC,20108,807
Round04-hive32-2024_07_16-h32b31.JPG,226502.0,380,1sMC,7419,387
Round04-hive32-2024_07_16-h32b31.JPG,226502.0,380,2sMC,8415,398
Round04-hive32-2024_07_16-h32b31.JPG,226502.0,380,3sMC,8762,380
Round04-hive32-2024_07_16-h32b31.JPG,226502.0,380,2MdC,26424,769
Round04-hive32-2024_07_26-h32b17.JPG,557377.0,616,FWL,179913,2527
Round04-hive32-2024_07_26-h32b17.JPG,557377.0,616,MC,23172,832
Round04-hive32-2024_07_26-h32b17.JPG,557377.0,616,1sMC,8175,409
Round04-hive32-2024_07_26-h32b17.JPG,557377.0,616,2sMC,8441,402
Round04-hive32-2024_07_26-h32b17.JPG,557377.0,616,3sMC,11184,430
Round04-hive32-2024_07_26-h32b17.JPG,557377.0,616,2MdC,29447,823
Round04-hive32-2024_07_26-h32b22.JPG,217186.0,359,FWL,162138,2078
Round04-hive32-2024_07_26-h32b22.JPG,217186.0,359,MC,18364,744
Round04-hive32-2024_07_26-h32b22.JPG,217186.0,359,1sMC,6793,370
Round04-hive32-2024_07_26-h32b22.JPG,217186.0,359,2sMC,6924,366
Round04-hive32-2024_07_26-h32b22.JPG,217186.0,359,3sMC,8371,376
Round04-hive32-2024_07_26-h32b22.JPG,217186.0,359,2MdC,22004,717
Round04-hive32-2024_07_26-h32b25.JPG,198889.0,341,FWL,143025,2109
Round04-hive32-2024_07_26-h32b25.JPG,198889.0,341,MC,17001,716
Round04-hive32-2024_07_26-h32b25.JPG,198889.0,341,1sMC,6158,345
Round04-hive32-2024_07_26-h32b25.JPG,198889.0,341,2sMC,6582,358
Round04-hive32-2024_07_26-h32b25.JPG,198889.0,341,3sMC,7559,353
Round04-hive32-2024_07_26-h32b25.JPG,198889.0,341,2MdC,20048,685
Round04-hive32-2024_07_29-h32b18.JPG,262544.0,393,FWL,200196,2215
Round04-hive32-2024_07_29-h32b18.JPG,262544.0,393,MC,23378,851
Round04-hive32-2024_07_29-h32b18.JPG,262544.0,393,1sMC,7286,384
Round04-hive32-2024_07_29-h32b18.JPG,262544.0,393,2sMC,8623,398
Round04-hive32-2024_07_29-h32b18.JPG,262544.0,393,3sMC,9769,399
Round04-hive32-2024_07_29-h32b18.JPG,262544.0,393,2MdC,27727,799
